Z,N1,M1,N3,M3,N5,M5
2340,5.73E-06,4.79E-06,1.85E-06,1.20E-06,1.79E-06,1.20E-06
2347.5,5.57E-06,4.78E-06,1.80E-06,1.20E-06,1.68E-06,1.20E-06
2355,5.99E-06,4.77E-06,1.87E-06,1.20E-06,1.96E-06,1.20E-06
2362.5,6.08E-06,4.77E-06,1.78E-06,1.20E-06,1.85E-06,1.20E-06
2370,5.54E-06,4.76E-06,1.66E-06,1.20E-06,1.76E-06,1.20E-06
2377.5,5.40E-06,4.75E-06,1.77E-06,1.19E-06,1.78E-06,1.19E-06
2385,5.87E-06,4.74E-06,1.74E-06,1.19E-06,1.70E-06,1.19E-06
2392.5,6.07E-06,4.74E-06,1.76E-06,1.19E-06,1.72E-06,1.19E-06
2400,5.82E-06,4.73E-06,1.69E-06,1.19E-06,1.59E-06,1.19E-06
2407.5,6.06E-06,4.72E-06,1.69E-06,1.19E-06,1.63E-06,1.19E-06
2415,5.68E-06,4.71E-06,1.74E-06,1.19E-06,1.62E-06,1.19E-06
2422.5,5.49E-06,4.71E-06,1.61E-06,1.19E-06,1.77E-06,1.19E-06
2430,5.64E-06,4.70E-06,1.57E-06,1.19E-06,1.53E-06,1.19E-06
2437.5,5.73E-06,4.69E-06,1.63E-06,1.19E-06,1.71E-06,1.19E-06
2445,5.70E-06,4.68E-06,1.55E-06,1.18E-06,1.46E-06,1.18E-06
2452.5,5.27E-06,4.68E-06,1.61E-06,1.18E-06,1.94E-06,1.18E-06
2460,4.99E-06,4.67E-06,1.50E-06,1.18E-06,1.55E-06,1.18E-06
2467.5,5.64E-06,4.66E-06,1.59E-06,1.18E-06,1.34E-06,1.18E-06
2475,5.60E-06,4.65E-06,1.54E-06,1.18E-06,1.44E-06,1.18E-06
2482.5,5.23E-06,4.65E-06,1.69E-06,1.18E-06,1.71E-06,1.18E-06
2490,5.59E-06,4.64E-06,1.52E-06,1.18E-06,1.53E-06,1.18E-06
2497.5,5.48E-06,4.63E-06,1.59E-06,1.18E-06,1.80E-06,1.18E-06
2505,5.41E-06,4.62E-06,1.61E-06,1.18E-06,1.54E-06,1.18E-06
2512.5,4.99E-06,4.62E-06,1.54E-06,1.17E-06,1.43E-06,1.17E-06
2520,5.31E-06,4.61E-06,1.50E-06,1.17E-06,1.66E-06,1.17E-06
2527.5,4.95E-06,4.60E-06,1.55E-06,1.17E-06,1.68E-06,1.17E-06
2535,5.52E-06,4.60E-06,1.57E-06,1.17E-06,1.50E-06,1.17E-06
2542.5,5.35E-06,4.59E-06,1.54E-06,1.17E-06,1.56E-06,1.17E-06
2550,5.58E-06,4.58E-06,1.41E-06,1.17E-06,1.33E-06,1.17E-06
2557.5,5.30E-06,4.57E-06,1.52E-06,1.17E-06,1.81E-06,1.17E-06
2565,5.15E-06,4.57E-06,1.51E-06,1.17E-06,1.35E-06,1.17E-06
2572.5,5.41E-06,4.56E-06,1.48E-06,1.17E-06,1.40E-06,1.17E-06
2580,5.24E-06,4.55E-06,1.53E-06,1.17E-06,1.87E-06,1.17E-06
2587.5,5.38E-06,4.54E-06,1.50E-06,1.16E-06,1.66E-06,1.16E-06
2595,5.52E-06,4.54E-06,1.41E-06,1.16E-06,1.54E-06,1.16E-06
2602.5,5.05E-06,4.53E-06,1.45E-06,1.16E-06,1.48E-06,1.16E-06
2610,5.38E-06,4.52E-06,1.51E-06,1.16E-06,1.54E-06,1.16E-06
2617.5,5.06E-06,4.52E-06,1.52E-06,1.16E-06,1.49E-06,1.16E-06
2625,5.44E-06,4.51E-06,1.46E-06,1.16E-06,1.62E-06,1.16E-06
2632.5,5.05E-06,4.50E-06,1.42E-06,1.16E-06,1.60E-06,1.16E-06
2640,5.06E-06,4.49E-06,1.36E-06,1.16E-06,1.59E-06,1.16E-06
2647.5,5.18E-06,4.49E-06,1.47E-06,1.16E-06,1.66E-06,1.16E-06
2655,5.06E-06,4.48E-06,1.40E-06,1.15E-06,1.57E-06,1.15E-06
2662.5,5.17E-06,4.47E-06,1.51E-06,1.15E-06,1.47E-06,1.15E-06
2670,4.80E-06,4.47E-06,1.36E-06,1.15E-06,1.59E-06,1.15E-06
2677.5,5.33E-06,4.46E-06,1.41E-06,1.15E-06,1.54E-06,1.15E-06
2685,4.94E-06,4.45E-06,1.53E-06,1.15E-06,1.60E-06,1.15E-06
2692.5,5.67E-06,4.45E-06,1.47E-06,1.15E-06,1.29E-06,1.15E-06
2700,5.30E-06,4.44E-06,1.51E-06,1.15E-06,1.78E-06,1.15E-06
2707.5,5.49E-06,4.43E-06,1.45E-06,1.15E-06,1.59E-06,1.15E-06
2715,5.31E-06,4.42E-06,1.52E-06,1.15E-06,1.52E-06,1.15E-06
2722.5,4.90E-06,4.42E-06,1.35E-06,1.14E-06,1.60E-06,1.14E-06
2730,5.61E-06,4.41E-06,1.34E-06,1.14E-06,1.52E-06,1.14E-06
2737.5,4.85E-06,4.40E-06,1.51E-06,1.14E-06,1.36E-06,1.14E-06
2745,4.75E-06,4.40E-06,1.54E-06,1.14E-06,1.60E-06,1.14E-06
2752.5,5.40E-06,4.39E-06,1.51E-06,1.14E-06,1.68E-06,1.14E-06
2760,5.14E-06,4.38E-06,1.41E-06,1.14E-06,1.63E-06,1.14E-06
2767.5,5.26E-06,4.38E-06,1.44E-06,1.14E-06,1.63E-06,1.14E-06
2775,5.22E-06,4.37E-06,1.44E-06,1.14E-06,1.40E-06,1.14E-06
2782.5,4.54E-06,4.36E-06,1.51E-06,1.14E-06,1.46E-06,1.14E-06
2790,5.04E-06,4.36E-06,1.42E-06,1.14E-06,1.63E-06,1.14E-06
2797.5,4.36E-06,4.35E-06,1.45E-06,1.13E-06,1.57E-06,1.13E-06
2805,4.89E-06,4.34E-06,1.41E-06,1.13E-06,1.62E-06,1.13E-06
2812.5,5.59E-06,4.34E-06,1.32E-06,1.13E-06,1.63E-06,1.13E-06
2820,4.99E-06,4.33E-06,1.46E-06,1.13E-06,1.53E-06,1.13E-06
2827.5,4.66E-06,4.32E-06,1.47E-06,1.13E-06,1.67E-06,1.13E-06
2835,5.09E-06,4.31E-06,1.42E-06,1.13E-06,1.39E-06,1.13E-06
2842.5,5.32E-06,4.31E-06,1.40E-06,1.13E-06,1.43E-06,1.13E-06
2850,5.43E-06,4.30E-06,1.45E-06,1.13E-06,1.41E-06,1.13E-06
2857.5,4.75E-06,4.29E-06,1.51E-06,1.13E-06,1.33E-06,1.13E-06
2865,5.07E-06,4.29E-06,1.35E-06,1.13E-06,1.21E-06,1.13E-06
2872.5,4.75E-06,4.28E-06,1.44E-06,1.12E-06,1.69E-06,1.12E-06
2880,4.86E-06,4.27E-06,1.42E-06,1.12E-06,1.51E-06,1.12E-06
2887.5,5.04E-06,4.27E-06,1.40E-06,1.12E-06,1.38E-06,1.12E-06
2895,4.48E-06,4.26E-06,1.42E-06,1.12E-06,1.36E-06,1.12E-06
2902.5,4.74E-06,4.25E-06,1.33E-06,1.12E-06,1.44E-06,1.12E-06
2910,4.82E-06,4.25E-06,1.44E-06,1.12E-06,1.19E-06,1.12E-06
2917.5,4.58E-06,4.24E-06,1.42E-06,1.12E-06,1.47E-06,1.12E-06
2925,4.52E-06,4.23E-06,1.47E-06,1.12E-06,1.57E-06,1.12E-06
2932.5,4.80E-06,4.23E-06,1.35E-06,1.12E-06,1.80E-06,1.12E-06
2940,4.50E-06,4.22E-06,1.39E-06,1.11E-06,1.62E-06,1.11E-06
2947.5,5.07E-06,4.21E-06,1.44E-06,1.11E-06,1.40E-06,1.11E-06
2955,4.80E-06,4.21E-06,1.40E-06,1.11E-06,1.22E-06,1.11E-06
2962.5,5.00E-06,4.20E-06,1.37E-06,1.11E-06,1.50E-06,1.11E-06
2970,4.67E-06,4.20E-06,1.47E-06,1.11E-06,1.77E-06,1.11E-06
2977.5,4.83E-06,4.19E-06,1.61E-06,1.11E-06,1.55E-06,1.11E-06
2985,4.43E-06,4.18E-06,1.40E-06,1.11E-06,1.36E-06,1.11E-06
2992.5,4.77E-06,4.18E-06,1.40E-06,1.11E-06,1.36E-06,1.11E-06
3000,4.14E-06,4.17E-06,1.55E-06,1.11E-06,1.57E-06,1.11E-06
3007.5,4.70E-06,4.16E-06,1.40E-06,1.11E-06,1.53E-06,1.11E-06
3015,4.64E-06,4.16E-06,1.49E-06,1.10E-06,1.40E-06,1.10E-06
3022.5,4.86E-06,4.15E-06,1.41E-06,1.10E-06,1.20E-06,1.10E-06
3030,5.00E-06,4.14E-06,1.43E-06,1.10E-06,1.59E-06,1.10E-06
3037.5,4.19E-06,4.14E-06,1.45E-06,1.10E-06,1.61E-06,1.10E-06
3045,4.74E-06,4.13E-06,1.22E-06,1.10E-06,1.44E-06,1.10E-06
3052.5,5.03E-06,4.12E-06,1.38E-06,1.10E-06,1.18E-06,1.10E-06
3060,4.50E-06,4.12E-06,1.39E-06,1.10E-06,1.28E-06,1.10E-06
3067.5,4.02E-06,4.11E-06,1.33E-06,1.10E-06,1.58E-06,1.10E-06
3075,4.30E-06,4.10E-06,1.50E-06,1.10E-06,1.36E-06,1.10E-06
3082.5,5.39E-06,4.10E-06,1.39E-06,1.10E-06,1.51E-06,1.10E-06
3090,4.54E-06,4.09E-06,1.37E-06,1.09E-06,1.55E-06,1.09E-06
3097.5,4.64E-06,4.09E-06,1.43E-06,1.09E-06,1.33E-06,1.09E-06
3105,4.78E-06,4.08E-06,1.32E-06,1.09E-06,1.35E-06,1.09E-06
3112.5,4.68E-06,4.07E-06,1.39E-06,1.09E-06,1.39E-06,1.09E-06
3120,4.74E-06,4.07E-06,1.30E-06,1.09E-06,1.13E-06,1.09E-06
3127.5,4.64E-06,4.06E-06,1.41E-06,1.09E-06,1.49E-06,1.09E-06
3135,4.77E-06,4.05E-06,1.31E-06,1.09E-06,1.46E-06,1.09E-06
3142.5,3.94E-06,4.05E-06,1.39E-06,1.09E-06,1.31E-06,1.09E-06
3150,4.54E-06,4.04E-06,1.25E-06,1.09E-06,1.48E-06,1.09E-06
3157.5,4.68E-06,4.04E-06,1.31E-06,1.09E-06,1.64E-06,1.09E-06
3165,4.30E-06,4.03E-06,1.40E-06,1.08E-06,1.56E-06,1.08E-06
3172.5,4.14E-06,4.02E-06,1.42E-06,1.08E-06,1.39E-06,1.08E-06
3180,4.44E-06,4.02E-06,1.44E-06,1.08E-06,1.49E-06,1.08E-06
3187.5,5.10E-06,4.01E-06,1.36E-06,1.08E-06,1.37E-06,1.08E-06
3195,4.89E-06,4.00E-06,1.29E-06,1.08E-06,1.41E-06,1.08E-06
3202.5,4.66E-06,4.00E-06,1.29E-06,1.08E-06,1.51E-06,1.08E-06
3210,4.03E-06,3.99E-06,1.33E-06,1.08E-06,1.23E-06,1.08E-06
3217.5,3.62E-06,3.99E-06,1.17E-06,1.08E-06,1.58E-06,1.08E-06
3225,4.23E-06,3.98E-06,1.36E-06,1.08E-06,1.29E-06,1.08E-06
3232.5,4.27E-06,3.97E-06,1.22E-06,1.08E-06,1.23E-06,1.08E-06
3240,4.22E-06,3.97E-06,1.25E-06,1.07E-06,1.49E-06,1.07E-06
3247.5,4.32E-06,3.96E-06,1.34E-06,1.07E-06,1.24E-06,1.07E-06
3255,4.52E-06,3.96E-06,1.35E-06,1.07E-06,1.37E-06,1.07E-06
3262.5,4.48E-06,3.95E-06,1.37E-06,1.07E-06,1.40E-06,1.07E-06
3270,4.60E-06,3.94E-06,1.39E-06,1.07E-06,1.48E-06,1.07E-06
3277.5,3.89E-06,3.94E-06,1.24E-06,1.07E-06,1.32E-06,1.07E-06
3285,4.52E-06,3.93E-06,1.34E-06,1.07E-06,1.16E-06,1.07E-06
3292.5,4.21E-06,3.92E-06,1.32E-06,1.07E-06,1.46E-06,1.07E-06
3300,3.65E-06,3.92E-06,1.25E-06,1.07E-06,1.51E-06,1.07E-06
3307.5,3.61E-06,3.91E-06,1.33E-06,1.07E-06,1.30E-06,1.07E-06
3315,4.29E-06,3.91E-06,1.42E-06,1.06E-06,1.39E-06,1.06E-06
3322.5,3.95E-06,3.90E-06,1.37E-06,1.06E-06,1.14E-06,1.06E-06
3330,4.32E-06,3.89E-06,1.30E-06,1.06E-06,1.38E-06,1.06E-06
3337.5,4.14E-06,3.89E-06,1.24E-06,1.06E-06,1.23E-06,1.06E-06
3345,3.99E-06,3.88E-06,1.36E-06,1.06E-06,1.37E-06,1.06E-06
3352.5,4.00E-06,3.88E-06,1.29E-06,1.06E-06,1.26E-06,1.06E-06
3360,4.23E-06,3.87E-06,1.26E-06,1.06E-06,1.44E-06,1.06E-06
3367.5,4.28E-06,3.87E-06,1.30E-06,1.06E-06,1.41E-06,1.06E-06
3375,4.72E-06,3.86E-06,1.36E-06,1.06E-06,1.62E-06,1.06E-06
3382.5,4.41E-06,3.85E-06,1.29E-06,1.06E-06,1.31E-06,1.06E-06
3390,3.92E-06,3.85E-06,1.34E-06,1.06E-06,1.79E-06,1.06E-06
3397.5,4.27E-06,3.84E-06,1.26E-06,1.05E-06,1.38E-06,1.05E-06
3405,4.38E-06,3.84E-06,1.29E-06,1.05E-06,1.18E-06,1.05E-06
3412.5,4.15E-06,3.83E-06,1.33E-06,1.05E-06,9.85E-07,1.05E-06
3420,4.29E-06,3.82E-06,1.34E-06,1.05E-06,1.33E-06,1.05E-06
3427.5,4.10E-06,3.82E-06,1.32E-06,1.05E-06,1.30E-06,1.05E-06
3435,4.42E-06,3.81E-06,1.31E-06,1.05E-06,1.33E-06,1.05E-06
3442.5,4.22E-06,3.81E-06,1.20E-06,1.05E-06,1.31E-06,1.05E-06
3450,4.02E-06,3.80E-06,1.35E-06,1.05E-06,1.09E-06,1.05E-06
3457.5,4.02E-06,3.79E-06,1.39E-06,1.05E-06,1.07E-06,1.05E-06
3465,4.55E-06,3.79E-06,1.31E-06,1.05E-06,1.41E-06,1.05E-06
3472.5,4.48E-06,3.78E-06,1.37E-06,1.04E-06,1.38E-06,1.04E-06
3480,4.39E-06,3.78E-06,1.41E-06,1.04E-06,1.30E-06,1.04E-06
3487.5,4.71E-06,3.77E-06,1.39E-06,1.04E-06,1.43E-06,1.04E-06
3495,4.31E-06,3.77E-06,1.44E-06,1.04E-06,1.33E-06,1.04E-06
3502.5,4.28E-06,3.76E-06,1.36E-06,1.04E-06,1.12E-06,1.04E-06
3510,3.86E-06,3.75E-06,1.23E-06,1.04E-06,9.78E-07,1.04E-06
3517.5,4.20E-06,3.75E-06,1.16E-06,1.04E-06,1.20E-06,1.04E-06
3525,4.71E-06,3.74E-06,1.23E-06,1.04E-06,1.16E-06,1.04E-06
3532.5,4.26E-06,3.74E-06,1.28E-06,1.04E-06,1.47E-06,1.04E-06
3540,4.22E-06,3.73E-06,1.31E-06,1.04E-06,1.34E-06,1.04E-06
3547.5,4.06E-06,3.73E-06,1.28E-06,1.03E-06,1.35E-06,1.03E-06
3555,4.27E-06,3.72E-06,1.24E-06,1.03E-06,1.49E-06,1.03E-06
3562.5,3.92E-06,3.71E-06,1.35E-06,1.03E-06,1.21E-06,1.03E-06
3570,4.38E-06,3.71E-06,1.31E-06,1.03E-06,1.41E-06,1.03E-06
3577.5,3.78E-06,3.70E-06,1.34E-06,1.03E-06,1.24E-06,1.03E-06
3585,4.20E-06,3.70E-06,1.34E-06,1.03E-06,9.98E-07,1.03E-06
3592.5,4.56E-06,3.69E-06,1.13E-06,1.03E-06,1.43E-06,1.03E-06
3600,3.53E-06,3.69E-06,1.28E-06,1.03E-06,1.68E-06,1.03E-06
3607.5,4.20E-06,3.68E-06,1.27E-06,1.03E-06,1.24E-06,1.03E-06
3615,4.00E-06,3.68E-06,1.44E-06,1.03E-06,9.25E-07,1.03E-06
3622.5,4.27E-06,3.67E-06,1.34E-06,1.03E-06,1.22E-06,1.03E-06
3630,3.95E-06,3.66E-06,1.30E-06,1.02E-06,1.18E-06,1.02E-06
3637.5,3.70E-06,3.66E-06,1.33E-06,1.02E-06,1.12E-06,1.02E-06
3645,4.39E-06,3.65E-06,1.29E-06,1.02E-06,1.52E-06,1.02E-06
3652.5,4.14E-06,3.65E-06,1.39E-06,1.02E-06,1.06E-06,1.02E-06
3660,4.36E-06,3.64E-06,1.36E-06,1.02E-06,1.11E-06,1.02E-06
3667.5,3.97E-06,3.64E-06,1.24E-06,1.02E-06,1.04E-06,1.02E-06
3675,4.15E-06,3.63E-06,1.29E-06,1.02E-06,1.24E-06,1.02E-06
3682.5,4.75E-06,3.63E-06,1.21E-06,1.02E-06,1.19E-06,1.02E-06
3690,3.79E-06,3.62E-06,1.37E-06,1.02E-06,9.87E-07,1.02E-06
3697.5,4.24E-06,3.61E-06,1.29E-06,1.02E-06,1.39E-06,1.02E-06
3705,3.90E-06,3.61E-06,1.26E-06,1.02E-06,1.33E-06,1.02E-06
3712.5,3.69E-06,3.60E-06,1.25E-06,1.01E-06,1.09E-06,1.01E-06
3720,4.00E-06,3.60E-06,1.27E-06,1.01E-06,1.12E-06,1.01E-06
3727.5,3.53E-06,3.59E-06,1.21E-06,1.01E-06,1.06E-06,1.01E-06
3735,4.07E-06,3.59E-06,1.29E-06,1.01E-06,1.06E-06,1.01E-06
3742.5,4.67E-06,3.58E-06,1.16E-06,1.01E-06,1.62E-06,1.01E-06
3750,3.95E-06,3.58E-06,1.22E-06,1.01E-06,9.22E-07,1.01E-06
3757.5,3.91E-06,3.57E-06,1.20E-06,1.01E-06,1.37E-06,1.01E-06
3765,4.01E-06,3.57E-06,1.14E-06,1.01E-06,9.29E-07,1.01E-06
3772.5,3.48E-06,3.56E-06,1.26E-06,1.01E-06,1.03E-06,1.01E-06
3780,3.78E-06,3.55E-06,1.11E-06,1.01E-06,1.09E-06,1.01E-06
3787.5,3.73E-06,3.55E-06,1.29E-06,1.00E-06,1.06E-06,1.00E-06
3795,3.46E-06,3.54E-06,1.27E-06,1.00E-06,1.39E-06,1.00E-06
3802.5,3.65E-06,3.54E-06,1.17E-06,1.00E-06,8.47E-07,1.00E-06
3810,4.35E-06,3.53E-06,1.13E-06,1.00E-06,9.51E-07,1.00E-06
3817.5,3.50E-06,3.53E-06,1.31E-06,1.00E-06,1.28E-06,1.00E-06
3825,3.51E-06,3.52E-06,1.17E-06,1.00E-06,1.06E-06,1.00E-06
3832.5,3.93E-06,3.52E-06,1.15E-06,9.99E-07,1.29E-06,9.99E-07
3840,3.81E-06,3.51E-06,1.19E-06,9.98E-07,1.27E-06,9.98E-07
3847.5,3.62E-06,3.51E-06,1.21E-06,9.97E-07,1.30E-06,9.97E-07
3855,3.63E-06,3.50E-06,1.01E-06,9.97E-07,9.48E-07,9.97E-07
3862.5,3.53E-06,3.50E-06,1.11E-06,9.96E-07,1.11E-06,9.96E-07
3870,3.68E-06,3.49E-06,1.07E-06,9.95E-07,1.06E-06,9.95E-07
3877.5,3.98E-06,3.49E-06,1.06E-06,9.94E-07,8.55E-07,9.94E-07
3885,3.60E-06,3.48E-06,1.08E-06,9.93E-07,1.12E-06,9.93E-07
3892.5,3.84E-06,3.48E-06,1.14E-06,9.92E-07,9.14E-07,9.92E-07
3900,3.16E-06,3.47E-06,1.01E-06,9.91E-07,9.18E-07,9.91E-07
3907.5,3.76E-06,3.46E-06,1.04E-06,9.90E-07,1.08E-06,9.90E-07
3915,3.56E-06,3.46E-06,1.08E-06,9.89E-07,1.40E-06,9.89E-07
3922.5,3.74E-06,3.45E-06,1.08E-06,9.88E-07,1.38E-06,9.88E-07
3930,3.99E-06,3.45E-06,1.06E-06,9.87E-07,1.25E-06,9.87E-07
3937.5,3.55E-06,3.44E-06,1.08E-06,9.86E-07,1.26E-06,9.86E-07
3945,2.81E-06,3.44E-06,9.20E-07,9.86E-07,1.15E-06,9.86E-07
3952.5,3.56E-06,3.43E-06,1.11E-06,9.85E-07,1.16E-06,9.85E-07
3960,3.71E-06,3.43E-06,1.14E-06,9.84E-07,9.19E-07,9.84E-07
3967.5,3.75E-06,3.42E-06,1.09E-06,9.83E-07,1.06E-06,9.83E-07
3975,3.21E-06,3.42E-06,1.18E-06,9.82E-07,1.15E-06,9.82E-07
3982.5,3.44E-06,3.41E-06,1.09E-06,9.81E-07,1.12E-06,9.81E-07
3990,3.63E-06,3.41E-06,1.12E-06,9.80E-07,9.06E-07,9.80E-07
3997.5,3.57E-06,3.40E-06,1.02E-06,9.79E-07,9.37E-07,9.79E-07
4005,3.58E-06,3.40E-06,1.23E-06,9.78E-07,1.13E-06,9.78E-07
4012.5,3.42E-06,3.39E-06,1.04E-06,9.77E-07,1.39E-06,9.77E-07
4020,3.73E-06,3.39E-06,1.12E-06,9.77E-07,9.47E-07,9.77E-07
4027.5,3.79E-06,3.38E-06,1.15E-06,9.76E-07,1.01E-06,9.76E-07
4035,3.46E-06,3.38E-06,1.20E-06,9.75E-07,9.26E-07,9.75E-07
4042.5,3.55E-06,3.37E-06,1.05E-06,9.74E-07,1.27E-06,9.74E-07
4050,3.31E-06,3.37E-06,1.10E-06,9.73E-07,1.10E-06,9.73E-07
4057.5,3.52E-06,3.36E-06,1.14E-06,9.72E-07,1.22E-06,9.72E-07
4065,3.38E-06,3.36E-06,1.14E-06,9.71E-07,1.03E-06,9.71E-07
4072.5,3.65E-06,3.35E-06,1.25E-06,9.70E-07,1.03E-06,9.70E-07
4080,3.26E-06,3.35E-06,1.09E-06,9.69E-07,9.76E-07,9.69E-07
4087.5,3.50E-06,3.34E-06,1.13E-06,9.68E-07,1.15E-06,9.68E-07
4095,3.51E-06,3.34E-06,1.05E-06,9.68E-07,1.13E-06,9.68E-07
4102.5,3.52E-06,3.33E-06,1.03E-06,9.67E-07,9.57E-07,9.67E-07
4110,2.97E-06,3.33E-06,9.36E-07,9.66E-07,7.85E-07,9.66E-07
4117.5,3.50E-06,3.32E-06,1.00E-06,9.65E-07,9.35E-07,9.65E-07
4125,3.30E-06,3.32E-06,9.91E-07,9.64E-07,1.20E-06,9.64E-07
4132.5,3.26E-06,3.31E-06,1.00E-06,9.63E-07,1.06E-06,9.63E-07
4140,3.54E-06,3.31E-06,1.09E-06,9.62E-07,8.86E-07,9.62E-07
4147.5,2.81E-06,3.30E-06,1.11E-06,9.61E-07,9.78E-07,9.61E-07
4155,3.06E-06,3.30E-06,1.01E-06,9.60E-07,1.19E-06,9.60E-07
4162.5,3.42E-06,3.29E-06,9.76E-07,9.60E-07,1.14E-06,9.60E-07
4170,2.90E-06,3.29E-06,9.75E-07,9.59E-07,8.08E-07,9.59E-07
4177.5,2.85E-06,3.28E-06,8.65E-07,9.58E-07,1.26E-06,9.58E-07
4185,2.97E-06,3.28E-06,9.98E-07,9.57E-07,9.36E-07,9.57E-07
4192.5,3.03E-06,3.27E-06,1.01E-06,9.56E-07,1.18E-06,9.56E-07
4200,3.26E-06,3.27E-06,1.03E-06,9.55E-07,9.12E-07,9.55E-07
4207.5,3.08E-06,3.26E-06,9.16E-07,9.54E-07,1.04E-06,9.54E-07
4215,2.99E-06,3.26E-06,9.36E-07,9.53E-07,1.16E-06,9.53E-07
4222.5,2.97E-06,3.25E-06,8.73E-07,9.52E-07,1.05E-06,9.52E-07
4230,3.39E-06,3.25E-06,9.81E-07,9.52E-07,1.08E-06,9.52E-07
4237.5,2.85E-06,3.24E-06,1.01E-06,9.51E-07,8.97E-07,9.51E-07
4245,3.25E-06,3.24E-06,1.03E-06,9.50E-07,9.31E-07,9.50E-07
4252.5,3.37E-06,3.23E-06,9.35E-07,9.49E-07,1.03E-06,9.49E-07
4260,3.05E-06,3.23E-06,1.05E-06,9.48E-07,8.44E-07,9.48E-07
4267.5,3.37E-06,3.23E-06,8.52E-07,9.47E-07,1.23E-06,9.47E-07
4275,3.10E-06,3.22E-06,1.02E-06,9.46E-07,6.28E-07,9.46E-07
4282.5,2.66E-06,3.22E-06,9.94E-07,9.45E-07,1.07E-06,9.45E-07
4290,2.95E-06,3.21E-06,1.01E-06,9.45E-07,8.87E-07,9.45E-07
4297.5,3.02E-06,3.21E-06,1.02E-06,9.44E-07,8.58E-07,9.44E-07
4305,2.94E-06,3.20E-06,8.27E-07,9.43E-07,8.29E-07,9.43E-07
4312.5,3.10E-06,3.20E-06,8.01E-07,9.42E-07,1.12E-06,9.42E-07
4320,2.74E-06,3.19E-06,8.96E-07,9.41E-07,8.35E-07,9.41E-07
4327.5,3.41E-06,3.19E-06,9.28E-07,9.40E-07,1.16E-06,9.40E-07
4335,3.53E-06,3.18E-06,8.97E-07,9.39E-07,1.00E-06,9.39E-07
4342.5,3.31E-06,3.18E-06,1.06E-06,9.38E-07,9.75E-07,9.38E-07
4350,3.09E-06,3.17E-06,9.79E-07,9.38E-07,9.45E-07,9.38E-07
4357.5,3.05E-06,3.17E-06,9.00E-07,9.37E-07,1.18E-06,9.37E-07
4365,3.26E-06,3.16E-06,9.86E-07,9.36E-07,1.25E-06,9.36E-07
4372.5,2.98E-06,3.16E-06,1.05E-06,9.35E-07,1.02E-06,9.35E-07
4380,3.08E-06,3.15E-06,1.03E-06,9.34E-07,7.59E-07,9.34E-07
4387.5,2.88E-06,3.15E-06,1.07E-06,9.33E-07,1.20E-06,9.33E-07
4395,3.10E-06,3.15E-06,8.32E-07,9.32E-07,1.03E-06,9.32E-07
4402.5,3.14E-06,3.14E-06,9.55E-07,9.32E-07,8.34E-07,9.32E-07
4410,3.39E-06,3.14E-06,9.52E-07,9.31E-07,8.37E-07,9.31E-07
4417.5,3.13E-06,3.13E-06,9.43E-07,9.30E-07,1.01E-06,9.30E-07
4425,3.11E-06,3.13E-06,9.34E-07,9.29E-07,8.42E-07,9.29E-07
4432.5,2.82E-06,3.12E-06,9.44E-07,9.28E-07,8.11E-07,9.28E-07
4440,3.37E-06,3.12E-06,9.16E-07,9.27E-07,8.82E-07,9.27E-07
4447.5,3.11E-06,3.11E-06,1.06E-06,9.26E-07,6.80E-07,9.26E-07
4455,3.15E-06,3.11E-06,8.61E-07,9.26E-07,8.19E-07,9.26E-07
4462.5,3.04E-06,3.10E-06,9.20E-07,9.25E-07,6.84E-07,9.25E-07
4470,3.27E-06,3.10E-06,8.92E-07,9.24E-07,1.03E-06,9.24E-07
4477.5,3.15E-06,3.09E-06,9.81E-07,9.23E-07,6.54E-07,9.23E-07
4485,2.77E-06,3.09E-06,9.23E-07,9.22E-07,8.30E-07,9.22E-07
4492.5,3.45E-06,3.09E-06,9.26E-07,9.21E-07,9.73E-07,9.21E-07
4500,2.97E-06,3.08E-06,1.03E-06,9.20E-07,1.08E-06,9.20E-07
4507.5,3.04E-06,3.08E-06,9.38E-07,9.20E-07,1.01E-06,9.20E-07
4515,3.18E-06,3.07E-06,1.01E-06,9.19E-07,6.65E-07,9.19E-07
4522.5,3.03E-06,3.07E-06,8.75E-07,9.18E-07,9.51E-07,9.18E-07
4530,3.10E-06,3.06E-06,9.67E-07,9.17E-07,7.76E-07,9.17E-07
4537.5,3.08E-06,3.06E-06,8.87E-07,9.16E-07,7.79E-07,9.16E-07
4545,3.35E-06,3.05E-06,1.00E-06,9.15E-07,8.89E-07,9.15E-07
4552.5,3.07E-06,3.05E-06,9.89E-07,9.14E-07,9.63E-07,9.14E-07
4560,3.18E-06,3.04E-06,9.79E-07,9.14E-07,1.15E-06,9.14E-07
4567.5,2.36E-06,3.04E-06,1.08E-06,9.13E-07,7.53E-07,9.13E-07
4575,3.36E-06,3.04E-06,9.21E-07,9.12E-07,7.92E-07,9.12E-07
4582.5,3.11E-06,3.03E-06,1.02E-06,9.11E-07,9.03E-07,9.11E-07
4590,3.61E-06,3.03E-06,9.60E-07,9.10E-07,1.05E-06,9.10E-07
4597.5,3.33E-06,3.02E-06,8.26E-07,9.09E-07,1.20E-06,9.09E-07
4605,2.75E-06,3.02E-06,1.01E-06,9.09E-07,1.10E-06,9.09E-07
